Sample in Buffer,Sample in Window,TRIGGER,voltmeter2_inst/adc_data[7:0],voltmeter2_inst/sin_wave[13:0],voltmeter2_inst/vrms[12:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,UNSIGNED
6235,6235,0,108,-742,703
6236,6236,0,108,-742,703
6237,6237,0,108,-742,703
6238,6238,0,108,-742,703
6239,6239,0,108,-742,703
6240,6240,0,108,-742,703
6241,6241,0,108,-742,703
6242,6242,0,108,-742,703
6243,6243,0,108,-742,703
6244,6244,0,108,-742,703
6245,6245,0,108,-742,703
6246,6246,0,108,-742,703
6247,6247,0,108,-742,703
6248,6248,0,108,-742,703
6249,6249,0,108,-742,703
6250,6250,0,108,-742,703
6251,6251,0,108,-742,703
6252,6252,0,108,-742,703
6253,6253,0,108,-742,703
6254,6254,0,108,-742,703
6255,6255,0,108,-742,703
6256,6256,0,108,-742,703
6257,6257,0,108,-742,703
6258,6258,0,108,-742,703
6259,6259,0,108,-742,703
6260,6260,0,108,-742,703
6261,6261,0,108,-742,703
6262,6262,0,108,-742,703
6263,6263,0,108,-742,703
6264,6264,0,108,-742,703
6265,6265,0,108,-742,703
6266,6266,0,108,-742,703
6267,6267,0,108,-742,703
6268,6268,0,108,-742,703
6269,6269,0,108,-742,703
6270,6270,0,108,-742,703
6271,6271,0,108,-742,703
6272,6272,0,108,-742,703
6273,6273,0,108,-742,703
6274,6274,0,108,-742,703
6275,6275,0,108,-742,703
6276,6276,0,108,-742,703
6277,6277,0,108,-742,703
6278,6278,0,108,-742,703
6279,6279,0,108,-742,703
6280,6280,0,108,-742,703
6281,6281,0,108,-742,703
6282,6282,0,108,-742,703
6283,6283,0,108,-742,703
6284,6284,0,108,-742,703
6285,6285,0,108,-742,703
6286,6286,0,108,-742,703
6287,6287,0,108,-742,703
6288,6288,0,108,-742,703
6289,6289,0,108,-742,703
6290,6290,0,108,-742,703
6291,6291,0,108,-742,703
6292,6292,0,108,-742,703
6293,6293,0,108,-742,703
6294,6294,0,108,-742,703
6295,6295,0,108,-742,703
6296,6296,0,108,-742,703
6297,6297,0,108,-742,703
6298,6298,0,108,-742,703
6299,6299,0,109,-742,703
6300,6300,0,108,-742,703
6301,6301,0,108,-703,703
6302,6302,0,108,-742,703
6303,6303,0,109,-742,703
6304,6304,0,108,-742,703
6305,6305,0,108,-703,703
6306,6306,0,109,-742,703
6307,6307,0,109,-742,703
6308,6308,0,108,-703,703
6309,6309,0,108,-703,703
6310,6310,0,108,-742,703
6311,6311,0,109,-742,703
6312,6312,0,109,-742,703
6313,6313,0,108,-703,703
6314,6314,0,108,-703,703
6315,6315,0,109,-742,703
6316,6316,0,108,-742,703
6317,6317,0,109,-703,703
6318,6318,0,108,-742,703
6319,6319,0,109,-703,703
6320,6320,0,109,-742,703
6321,6321,0,108,-703,703
6322,6322,0,109,-703,703
6323,6323,0,109,-742,703
6324,6324,0,109,-703,703
6325,6325,0,109,-703,703
6326,6326,0,109,-703,703
6327,6327,0,109,-703,703
6328,6328,0,109,-703,703
6329,6329,0,109,-703,703
6330,6330,0,109,-703,703
6331,6331,0,109,-703,703
6332,6332,0,109,-703,703
6333,6333,0,109,-703,703
6334,6334,0,109,-703,703
6335,6335,0,109,-703,703
6336,6336,0,109,-703,703
6337,6337,0,109,-703,703
6338,6338,0,109,-703,703
6339,6339,0,109,-703,703
6340,6340,0,109,-703,703
6341,6341,0,109,-703,703
6342,6342,0,109,-703,703
6343,6343,0,109,-703,703
6344,6344,0,109,-703,703
6345,6345,0,109,-703,703
6346,6346,0,109,-703,703
6347,6347,0,109,-703,703
6348,6348,0,109,-703,703
6349,6349,0,109,-703,703
6350,6350,0,109,-703,703
6351,6351,0,109,-703,703
6352,6352,0,109,-703,703
6353,6353,0,109,-703,703
6354,6354,0,109,-703,703
6355,6355,0,109,-703,703
6356,6356,0,109,-703,703
6357,6357,0,109,-703,703
6358,6358,0,109,-703,703
6359,6359,0,109,-703,703
6360,6360,0,109,-703,703
6361,6361,0,109,-703,703
6362,6362,0,109,-703,703
6363,6363,0,109,-703,703
6364,6364,0,109,-703,703
6365,6365,0,109,-703,703
6366,6366,0,109,-703,703
6367,6367,0,109,-703,703
6368,6368,0,109,-703,703
6369,6369,0,109,-703,703
6370,6370,0,109,-703,703
6371,6371,0,109,-703,703
6372,6372,0,110,-703,703
6373,6373,0,109,-703,703
6374,6374,0,109,-664,703
6375,6375,0,109,-703,703
6376,6376,0,110,-703,703
6377,6377,0,109,-703,703
6378,6378,0,110,-664,703
6379,6379,0,109,-703,703
6380,6380,0,110,-664,703
6381,6381,0,109,-703,703
6382,6382,0,110,-664,703
6383,6383,0,109,-703,703
6384,6384,0,110,-664,703
6385,6385,0,109,-703,703
6386,6386,0,110,-664,703
6387,6387,0,109,-703,703
6388,6388,0,110,-664,703
6389,6389,0,109,-703,703
6390,6390,0,110,-664,703
6391,6391,0,109,-703,703
6392,6392,0,110,-664,703
6393,6393,0,109,-703,703
6394,6394,0,110,-664,703
6395,6395,0,110,-703,703
6396,6396,0,110,-664,703
6397,6397,0,110,-664,703
6398,6398,0,110,-664,703
6399,6399,0,109,-664,703
6400,6400,0,110,-664,703
6401,6401,0,110,-703,703
6402,6402,0,110,-664,703
6403,6403,0,110,-664,703
6404,6404,0,110,-664,703
6405,6405,0,110,-664,703
6406,6406,0,110,-664,703
6407,6407,0,110,-664,703
6408,6408,0,110,-664,703
6409,6409,0,110,-664,703
6410,6410,0,110,-664,703
6411,6411,0,110,-664,703
6412,6412,0,110,-664,703
6413,6413,0,110,-664,703
6414,6414,0,110,-664,703
6415,6415,0,110,-664,703
6416,6416,0,110,-664,703
6417,6417,0,110,-664,703
6418,6418,0,110,-664,703
6419,6419,0,110,-664,703
6420,6420,0,110,-664,703
6421,6421,0,110,-664,703
6422,6422,0,110,-664,703
6423,6423,0,110,-664,703
6424,6424,0,110,-664,703
6425,6425,0,110,-664,703
6426,6426,0,110,-664,703
6427,6427,0,110,-664,703
6428,6428,0,110,-664,703
6429,6429,0,110,-664,703
6430,6430,0,110,-664,703
6431,6431,0,110,-664,703
6432,6432,0,110,-664,703
6433,6433,0,110,-664,703
6434,6434,0,111,-664,703
6435,6435,0,110,-664,703
6436,6436,0,111,-625,703
6437,6437,0,110,-664,703
6438,6438,0,111,-625,703
6439,6439,0,110,-664,703
6440,6440,0,111,-625,703
6441,6441,0,110,-664,703
6442,6442,0,111,-625,703
6443,6443,0,110,-664,703
6444,6444,0,111,-625,703
6445,6445,0,110,-664,703
6446,6446,0,111,-625,703
6447,6447,0,110,-664,703
6448,6448,0,111,-625,703
6449,6449,0,110,-664,703
6450,6450,0,111,-625,703
6451,6451,0,110,-664,703
6452,6452,0,111,-625,703
6453,6453,0,111,-664,703
6454,6454,0,111,-625,703
6455,6455,0,110,-625,703
6456,6456,0,111,-625,703
6457,6457,0,110,-664,703
6458,6458,0,111,-625,703
6459,6459,0,110,-664,703
6460,6460,0,111,-625,703
6461,6461,0,111,-664,703
6462,6462,0,111,-625,703
6463,6463,0,110,-625,703
6464,6464,0,111,-625,703
6465,6465,0,111,-664,703
6466,6466,0,111,-625,703
6467,6467,0,111,-625,703
6468,6468,0,111,-625,703
6469,6469,0,111,-625,703
6470,6470,0,111,-625,703
6471,6471,0,111,-625,703
6472,6472,0,111,-625,703
6473,6473,0,111,-625,703
6474,6474,0,111,-625,703
6475,6475,0,111,-625,703
6476,6476,0,111,-625,703
6477,6477,0,111,-625,703
6478,6478,0,111,-625,703
6479,6479,0,111,-625,703
6480,6480,0,111,-625,703
6481,6481,0,111,-625,703
6482,6482,0,111,-625,703
6483,6483,0,111,-625,703
6484,6484,0,111,-625,703
6485,6485,0,111,-625,703
6486,6486,0,111,-625,703
6487,6487,0,111,-625,703
6488,6488,0,111,-625,703
6489,6489,0,111,-625,703
6490,6490,0,111,-625,703
6491,6491,0,111,-625,703
6492,6492,0,111,-625,703
6493,6493,0,111,-625,703
6494,6494,0,111,-625,703
6495,6495,0,111,-625,703
6496,6496,0,96,-625,703
6497,6497,0,111,-625,703
6498,6498,0,111,-1210,703
6499,6499,0,111,-625,703
6500,6500,0,111,-625,703
6501,6501,0,111,-625,703
6502,6502,0,111,-625,703
6503,6503,0,111,-625,703
6504,6504,0,111,-625,703
6505,6505,0,111,-625,703
6506,6506,0,111,-625,703
6507,6507,0,111,-625,703
6508,6508,0,96,-625,703
6509,6509,0,111,-625,703
6510,6510,0,96,-1210,703
6511,6511,0,111,-625,703
6512,6512,0,96,-1210,703
6513,6513,0,96,-625,703
6514,6514,0,96,-1210,703
6515,6515,0,96,-1210,703
6516,6516,0,96,-1210,703
6517,6517,0,96,-1210,703
6518,6518,0,96,-1210,703
6519,6519,0,96,-1210,703
6520,6520,0,96,-1210,703
6521,6521,0,111,-1210,703
6522,6522,0,96,-1210,703
6523,6523,0,96,-625,703
6524,6524,0,96,-1210,703
6525,6525,0,96,-1210,703
6526,6526,0,96,-1210,703
6527,6527,0,96,-1210,703
6528,6528,0,96,-1210,703
6529,6529,0,111,-1210,703
6530,6530,0,96,-1210,703
6531,6531,0,96,-625,703
6532,6532,0,96,-1210,703
6533,6533,0,96,-1210,703
6534,6534,0,96,-1210,703
6535,6535,0,96,-1210,703
6536,6536,0,96,-1210,703
6537,6537,0,96,-1210,703
6538,6538,0,96,-1210,703
6539,6539,0,96,-1210,703
6540,6540,0,96,-1210,703
6541,6541,0,96,-1210,703
6542,6542,0,96,-1210,703
6543,6543,0,96,-1210,703
6544,6544,0,96,-1210,703
6545,6545,0,96,-1210,703
6546,6546,0,96,-1210,703
6547,6547,0,96,-1210,703
6548,6548,0,96,-1210,703
6549,6549,0,96,-1210,703
6550,6550,0,96,-1210,703
6551,6551,0,96,-1210,703
6552,6552,0,96,-1210,703
6553,6553,0,96,-1210,703
6554,6554,0,96,-1210,703
6555,6555,0,96,-1210,703
6556,6556,0,96,-1210,703
6557,6557,0,96,-1210,703
6558,6558,0,96,-1210,703
6559,6559,0,96,-1210,703
6560,6560,0,96,-1210,703
6561,6561,0,96,-1210,703
6562,6562,0,111,-1210,703
6563,6563,0,111,-1210,703
6564,6564,0,111,-625,703
6565,6565,0,111,-625,703
6566,6566,0,111,-625,703
6567,6567,0,111,-625,703
6568,6568,0,111,-625,703
6569,6569,0,111,-625,703
6570,6570,0,111,-625,703
6571,6571,0,111,-625,703
6572,6572,0,111,-625,703
6573,6573,0,110,-625,703
6574,6574,0,111,-625,703
6575,6575,0,110,-664,703
6576,6576,0,111,-625,703
6577,6577,0,110,-664,703
6578,6578,0,111,-625,703
6579,6579,0,110,-664,703
6580,6580,0,110,-625,703
6581,6581,0,110,-664,703
6582,6582,0,110,-664,703
6583,6583,0,110,-664,703
6584,6584,0,110,-664,703
6585,6585,0,110,-664,703
6586,6586,0,110,-664,703
6587,6587,0,110,-664,703
6588,6588,0,110,-664,703
6589,6589,0,110,-664,703
6590,6590,0,110,-664,703
6591,6591,0,109,-664,703
6592,6592,0,110,-664,703
6593,6593,0,109,-703,703
6594,6594,0,109,-664,703
6595,6595,0,109,-703,703
6596,6596,0,110,-703,703
6597,6597,0,109,-703,703
6598,6598,0,109,-664,703
6599,6599,0,109,-703,703
6600,6600,0,109,-703,703
6601,6601,0,109,-703,703
6602,6602,0,109,-703,703
6603,6603,0,109,-703,703
6604,6604,0,109,-703,703
6605,6605,0,109,-703,703
6606,6606,0,109,-703,703
6607,6607,0,109,-703,703
6608,6608,0,109,-703,703
6609,6609,0,109,-703,703
6610,6610,0,109,-703,703
6611,6611,0,109,-703,703
6612,6612,0,109,-703,703
6613,6613,0,109,-703,703
6614,6614,0,109,-703,703
6615,6615,0,109,-703,703
6616,6616,0,108,-703,703
6617,6617,0,109,-703,703
6618,6618,0,109,-742,703
6619,6619,0,109,-703,703
6620,6620,0,108,-703,703
6621,6621,0,108,-703,703
6622,6622,0,108,-742,703
6623,6623,0,109,-742,703
6624,6624,0,108,-742,703
6625,6625,0,108,-703,703
6626,6626,0,108,-742,703
6627,6627,0,108,-742,703
6628,6628,0,108,-742,703
6629,6629,0,108,-742,703
6630,6630,0,108,-742,703
6631,6631,0,108,-742,703
6632,6632,0,108,-742,703
6633,6633,0,108,-742,703
6634,6634,0,108,-742,703
6635,6635,0,108,-742,703
6636,6636,0,108,-742,703
6637,6637,0,108,-742,703
6638,6638,0,108,-742,703
6639,6639,0,108,-742,703
6640,6640,0,108,-742,703
6641,6641,0,108,-742,703
6642,6642,0,108,-742,703
6643,6643,0,108,-742,703
6644,6644,0,108,-742,703
6645,6645,0,108,-742,703
6646,6646,0,108,-742,703
6647,6647,0,108,-742,703
6648,6648,0,108,-742,703
6649,6649,0,108,-742,703
6650,6650,0,108,-742,703
6651,6651,0,108,-742,703
6652,6652,0,108,-742,703
6653,6653,0,108,-742,703
6654,6654,0,108,-742,703
6655,6655,0,108,-742,703
6656,6656,0,108,-742,703
6657,6657,0,108,-742,703
6658,6658,0,108,-742,703
6659,6659,0,108,-742,703
6660,6660,0,108,-742,703
6661,6661,0,108,-742,703
6662,6662,0,108,-742,703
6663,6663,0,108,-742,703
6664,6664,0,108,-742,703
6665,6665,0,108,-742,703
6666,6666,0,108,-742,703
6667,6667,0,108,-742,703
6668,6668,0,108,-742,703
6669,6669,0,108,-742,703
6670,6670,0,108,-742,703
6671,6671,0,108,-742,703
6672,6672,0,108,-742,703
6673,6673,0,108,-742,703
6674,6674,0,108,-742,703
6675,6675,0,108,-742,703
6676,6676,0,108,-742,703
6677,6677,0,108,-742,703
6678,6678,0,108,-742,703
6679,6679,0,108,-742,703
6680,6680,0,108,-742,703
6681,6681,0,108,-742,703
6682,6682,0,108,-742,703
6683,6683,0,108,-742,703
6684,6684,0,108,-742,703
6685,6685,0,108,-742,703
6686,6686,0,108,-742,703
6687,6687,0,108,-742,703
6688,6688,0,108,-742,703
6689,6689,0,108,-742,703
6690,6690,0,108,-742,703
6691,6691,0,108,-742,703
6692,6692,0,108,-742,703
6693,6693,0,108,-742,703
6694,6694,0,108,-742,703
6695,6695,0,108,-742,703
6696,6696,0,108,-742,703
6697,6697,0,108,-742,703
6698,6698,0,108,-742,703
6699,6699,0,108,-742,703
6700,6700,0,108,-742,703
6701,6701,0,108,-742,703
6702,6702,0,108,-742,703
6703,6703,0,108,-742,703
6704,6704,0,108,-742,703
6705,6705,0,108,-742,703
6706,6706,0,108,-742,703
6707,6707,0,108,-742,703
6708,6708,0,108,-742,703
6709,6709,0,108,-742,703
6710,6710,0,108,-742,703
6711,6711,0,108,-742,703
6712,6712,0,108,-742,703
6713,6713,0,108,-742,703
6714,6714,0,108,-742,703
6715,6715,0,108,-742,703
6716,6716,0,108,-742,703
6717,6717,0,108,-742,703
6718,6718,0,108,-742,703
6719,6719,0,108,-742,703
6720,6720,0,108,-742,703
6721,6721,0,108,-742,703
6722,6722,0,108,-742,703
6723,6723,0,108,-742,703
6724,6724,0,108,-742,703
6725,6725,0,108,-742,703
6726,6726,0,108,-742,703
6727,6727,0,108,-742,703
6728,6728,0,108,-742,703
6729,6729,0,108,-742,703
6730,6730,0,108,-742,703
6731,6731,0,108,-742,703
6732,6732,0,108,-742,703
6733,6733,0,109,-742,703
6734,6734,0,108,-742,703
6735,6735,0,108,-703,703
6736,6736,0,108,-742,703
6737,6737,0,108,-742,703
6738,6738,0,108,-742,703
6739,6739,0,108,-742,703
6740,6740,0,108,-742,703
6741,6741,0,108,-742,703
6742,6742,0,108,-742,703
6743,6743,0,108,-742,703
6744,6744,0,108,-742,703
6745,6745,0,108,-742,703
6746,6746,0,108,-742,703
6747,6747,0,108,-742,703
6748,6748,0,109,-742,703
6749,6749,0,109,-742,703
6750,6750,0,108,-703,703
6751,6751,0,108,-703,703
6752,6752,0,108,-742,703
6753,6753,0,109,-742,703
6754,6754,0,109,-742,703
6755,6755,0,108,-703,703
6756,6756,0,108,-703,703
6757,6757,0,109,-742,703
6758,6758,0,109,-742,703
6759,6759,0,109,-703,703
6760,6760,0,109,-703,703
6761,6761,0,109,-703,703
6762,6762,0,109,-703,703
6763,6763,0,109,-703,703
6764,6764,0,109,-703,703
6765,6765,0,109,-703,703
6766,6766,0,109,-703,703
6767,6767,0,109,-703,703
6768,6768,0,109,-703,703
6769,6769,0,109,-703,703
6770,6770,0,109,-703,703
6771,6771,0,109,-703,703
6772,6772,0,109,-703,703
6773,6773,0,109,-703,703
6774,6774,0,109,-703,703
6775,6775,0,109,-703,703
6776,6776,0,109,-703,703
6777,6777,0,109,-703,703
6778,6778,0,109,-703,703
6779,6779,0,109,-703,703
6780,6780,0,109,-703,703
6781,6781,0,109,-703,703
6782,6782,0,109,-703,703
6783,6783,0,109,-703,703
6784,6784,0,109,-703,703
6785,6785,0,109,-703,703
6786,6786,0,109,-703,703
6787,6787,0,109,-703,703
6788,6788,0,109,-703,703
6789,6789,0,109,-703,703
6790,6790,0,109,-703,703
6791,6791,0,109,-703,703
6792,6792,0,109,-703,703
6793,6793,0,109,-703,703
6794,6794,0,109,-703,703
6795,6795,0,109,-703,703
6796,6796,0,109,-703,703
6797,6797,0,109,-703,703
6798,6798,0,109,-703,703
6799,6799,0,109,-703,703
6800,6800,0,109,-703,703
6801,6801,0,109,-703,703
6802,6802,0,109,-703,703
6803,6803,0,109,-703,703
6804,6804,0,109,-703,703
6805,6805,0,109,-703,703
6806,6806,0,109,-703,703
6807,6807,0,109,-703,703
6808,6808,0,109,-703,703
6809,6809,0,109,-703,703
6810,6810,0,109,-703,703
6811,6811,0,109,-703,703
6812,6812,0,109,-703,703
6813,6813,0,109,-703,703
6814,6814,0,110,-703,703
6815,6815,0,109,-703,703
6816,6816,0,109,-664,703
6817,6817,0,109,-703,703
6818,6818,0,110,-703,703
6819,6819,0,109,-703,703
6820,6820,0,110,-664,703
6821,6821,0,109,-703,703
6822,6822,0,110,-664,703
6823,6823,0,109,-703,703
6824,6824,0,110,-664,703
6825,6825,0,109,-703,703
6826,6826,0,109,-664,703
6827,6827,0,109,-703,703
6828,6828,0,110,-703,703
6829,6829,0,109,-703,703
6830,6830,0,110,-664,703
6831,6831,0,109,-703,703
6832,6832,0,110,-664,703
6833,6833,0,109,-703,703
6834,6834,0,110,-664,703
6835,6835,0,109,-703,703
6836,6836,0,110,-664,703
6837,6837,0,109,-703,703
6838,6838,0,110,-664,703
6839,6839,0,109,-703,703
6840,6840,0,110,-664,703
6841,6841,0,110,-703,703
6842,6842,0,110,-664,703
6843,6843,0,110,-664,703
6844,6844,0,110,-664,703
6845,6845,0,110,-664,703
6846,6846,0,110,-664,703
6847,6847,0,109,-664,703
6848,6848,0,110,-664,703
6849,6849,0,110,-703,703
6850,6850,0,110,-664,703
6851,6851,0,110,-664,703
6852,6852,0,110,-664,703
6853,6853,0,110,-664,703
6854,6854,0,110,-664,703
6855,6855,0,110,-664,703
6856,6856,0,110,-664,703
6857,6857,0,110,-664,703
6858,6858,0,110,-664,703
6859,6859,0,110,-664,703
6860,6860,0,110,-664,703
6861,6861,0,110,-664,703
6862,6862,0,110,-664,703
6863,6863,0,110,-664,703
6864,6864,0,110,-664,703
6865,6865,0,110,-664,703
6866,6866,0,110,-664,703
6867,6867,0,110,-664,703
6868,6868,0,110,-664,703
6869,6869,0,110,-664,703
6870,6870,0,110,-664,703
6871,6871,0,110,-664,703
6872,6872,0,111,-664,703
6873,6873,0,110,-664,703
6874,6874,0,110,-625,703
6875,6875,0,110,-664,703
6876,6876,0,111,-664,703
6877,6877,0,110,-664,703
6878,6878,0,111,-625,703
6879,6879,0,110,-664,703
6880,6880,0,111,-625,703
6881,6881,0,110,-664,703
6882,6882,0,111,-625,703
6883,6883,0,110,-664,703
6884,6884,0,111,-625,703
6885,6885,0,110,-664,703
6886,6886,0,111,-625,703
6887,6887,0,110,-664,703
6888,6888,0,111,-625,703
6889,6889,0,110,-664,703
6890,6890,0,111,-625,703
6891,6891,0,110,-664,703
6892,6892,0,111,-625,703
6893,6893,0,110,-664,703
6894,6894,0,111,-625,703
6895,6895,0,110,-664,703
6896,6896,0,111,-625,703
6897,6897,0,111,-664,703
6898,6898,0,111,-625,703
6899,6899,0,110,-625,703
6900,6900,0,111,-625,703
6901,6901,0,110,-664,703
6902,6902,0,111,-625,703
6903,6903,0,110,-664,703
6904,6904,0,111,-625,703
6905,6905,0,110,-664,703
6906,6906,0,111,-625,703
6907,6907,0,110,-664,703
6908,6908,0,111,-625,703
6909,6909,0,110,-664,703
6910,6910,0,111,-625,703
6911,6911,0,111,-664,703
6912,6912,0,111,-625,703
6913,6913,0,111,-625,703
6914,6914,0,111,-625,703
6915,6915,0,111,-625,703
6916,6916,0,111,-625,703
6917,6917,0,111,-625,703
6918,6918,0,111,-625,703
6919,6919,0,111,-625,703
6920,6920,0,111,-625,703
6921,6921,0,111,-625,703
6922,6922,0,111,-625,703
6923,6923,0,111,-625,703
6924,6924,0,111,-625,703
6925,6925,0,111,-625,703
6926,6926,0,111,-625,703
6927,6927,0,111,-625,703
6928,6928,0,111,-625,703
6929,6929,0,111,-625,703
6930,6930,0,111,-625,703
6931,6931,0,111,-625,703
6932,6932,0,111,-625,703
6933,6933,0,111,-625,703
6934,6934,0,111,-625,703
6935,6935,0,111,-625,703
6936,6936,0,111,-625,703
6937,6937,0,111,-625,703
6938,6938,0,111,-625,703
6939,6939,0,111,-625,703
6940,6940,0,111,-625,703
6941,6941,0,111,-625,703
6942,6942,0,111,-625,703
6943,6943,0,111,-625,703
6944,6944,0,96,-625,703
6945,6945,0,111,-625,703
6946,6946,0,111,-1210,703
6947,6947,0,111,-625,703
6948,6948,0,96,-625,703
6949,6949,0,111,-625,703
6950,6950,0,111,-1210,703
6951,6951,0,111,-625,703
6952,6952,0,111,-625,703
6953,6953,0,111,-625,703
6954,6954,0,96,-625,703
6955,6955,0,111,-625,703
6956,6956,0,96,-1210,703
6957,6957,0,111,-625,703
6958,6958,0,96,-1210,703
6959,6959,0,96,-625,703
6960,6960,0,111,-1210,703
6961,6961,0,96,-1210,703
6962,6962,0,96,-625,703
6963,6963,0,111,-1210,703
6964,6964,0,96,-1210,703
6965,6965,0,111,-625,703
6966,6966,0,96,-1210,703
6967,6967,0,96,-625,703
6968,6968,0,96,-1210,703
6969,6969,0,96,-1210,703
6970,6970,0,96,-1210,703
6971,6971,0,96,-1210,703
6972,6972,0,96,-1210,703
6973,6973,0,96,-1210,703
6974,6974,0,96,-1210,703
6975,6975,0,96,-1210,703
6976,6976,0,96,-1210,703
6977,6977,0,96,-1210,703
6978,6978,0,96,-1210,703
6979,6979,0,111,-1210,703
6980,6980,0,96,-1210,703
6981,6981,0,96,-625,703
6982,6982,0,96,-1210,703
6983,6983,0,96,-1210,703
6984,6984,0,96,-1210,703
6985,6985,0,96,-1210,703
6986,6986,0,96,-1210,703
6987,6987,0,96,-1210,703
6988,6988,0,96,-1210,703
6989,6989,0,111,-1210,703
6990,6990,0,96,-1210,703
6991,6991,0,96,-625,703
6992,6992,0,96,-1210,703
6993,6993,0,96,-1210,703
6994,6994,0,96,-1210,703
6995,6995,0,96,-1210,703
6996,6996,0,96,-1210,703
6997,6997,0,111,-1210,703
6998,6998,0,96,-1210,703
6999,6999,0,111,-625,703
7000,7000,0,96,-1210,703
7001,7001,0,96,-625,703
7002,7002,0,111,-1210,703
7003,7003,0,111,-1210,703
7004,7004,0,111,-625,703
7005,7005,0,111,-625,703
7006,7006,0,111,-625,703
7007,7007,0,111,-625,703
7008,7008,0,111,-625,703
7009,7009,0,111,-625,703
7010,7010,0,111,-625,703
7011,7011,0,111,-625,703
7012,7012,0,111,-625,703
7013,7013,0,110,-625,703
7014,7014,0,111,-625,703
7015,7015,0,110,-664,703
7016,7016,0,111,-625,703
7017,7017,0,110,-664,703
7018,7018,0,111,-625,703
7019,7019,0,110,-664,703
7020,7020,0,110,-625,703
7021,7021,0,110,-664,703
7022,7022,0,110,-664,703
7023,7023,0,110,-664,703
7024,7024,0,110,-664,703
7025,7025,0,110,-664,703
7026,7026,0,110,-664,703
7027,7027,0,109,-664,703
7028,7028,0,110,-664,703
7029,7029,0,109,-703,703
7030,7030,0,110,-664,703
7031,7031,0,109,-703,703
7032,7032,0,110,-664,703
7033,7033,0,109,-703,703
7034,7034,0,110,-664,703
7035,7035,0,109,-703,703
7036,7036,0,109,-664,703
7037,7037,0,109,-703,703
7038,7038,0,109,-703,703
7039,7039,0,109,-703,703
7040,7040,0,109,-703,703
7041,7041,0,109,-703,703
7042,7042,0,109,-703,703
7043,7043,0,109,-703,703
7044,7044,0,109,-703,703
7045,7045,0,109,-703,703
7046,7046,0,109,-703,703
7047,7047,0,109,-703,703
7048,7048,0,109,-703,703
7049,7049,0,109,-703,703
7050,7050,0,109,-703,703
7051,7051,0,109,-703,703
7052,7052,0,109,-703,703
7053,7053,0,108,-703,703
7054,7054,0,109,-703,703
7055,7055,0,109,-742,703
7056,7056,0,109,-703,703
7057,7057,0,108,-703,703
7058,7058,0,108,-703,703
7059,7059,0,109,-742,703
7060,7060,0,108,-742,703
7061,7061,0,108,-703,703
7062,7062,0,108,-742,703
7063,7063,0,108,-742,703
7064,7064,0,108,-742,703
7065,7065,0,108,-742,703
7066,7066,0,108,-742,703
7067,7067,0,108,-742,703
7068,7068,0,108,-742,703
7069,7069,0,108,-742,703
7070,7070,0,108,-742,703
7071,7071,0,108,-742,703
7072,7072,0,108,-742,703
7073,7073,0,108,-742,703
7074,7074,0,108,-742,703
7075,7075,0,108,-742,703
7076,7076,0,108,-742,703
7077,7077,0,108,-742,703
7078,7078,0,108,-742,703
7079,7079,0,108,-742,703
7080,7080,0,108,-742,703
7081,7081,0,108,-742,703
7082,7082,0,108,-742,703
7083,7083,0,108,-742,703
7084,7084,0,108,-742,703
7085,7085,0,108,-742,703
7086,7086,0,108,-742,703
7087,7087,0,108,-742,703
7088,7088,0,108,-742,703
7089,7089,0,108,-742,703
7090,7090,0,108,-742,703
7091,7091,0,108,-742,703
7092,7092,0,108,-742,703
7093,7093,0,108,-742,703
7094,7094,0,108,-742,703
7095,7095,0,108,-742,703
7096,7096,0,108,-742,703
7097,7097,0,108,-742,703
7098,7098,0,108,-742,703
7099,7099,0,108,-742,703
7100,7100,0,108,-742,703
7101,7101,0,108,-742,703
7102,7102,0,108,-742,703
7103,7103,0,108,-742,703
7104,7104,0,108,-742,703
7105,7105,0,108,-742,703
7106,7106,0,108,-742,703
7107,7107,0,108,-742,703
7108,7108,0,108,-742,703
7109,7109,0,108,-742,703
7110,7110,0,108,-742,703
7111,7111,0,108,-742,703
7112,7112,0,108,-742,703
7113,7113,0,108,-742,703
7114,7114,0,108,-742,703
7115,7115,0,108,-742,703
7116,7116,0,108,-742,703
7117,7117,0,108,-742,703
7118,7118,0,108,-742,703
7119,7119,0,108,-742,703
7120,7120,0,108,-742,703
7121,7121,0,108,-742,703
7122,7122,0,108,-742,703
7123,7123,0,108,-742,703
7124,7124,0,108,-742,703
7125,7125,0,108,-742,703
7126,7126,0,108,-742,703
7127,7127,0,108,-742,703
7128,7128,0,108,-742,703
7129,7129,0,108,-742,703
7130,7130,0,108,-742,703
7131,7131,0,108,-742,703
7132,7132,0,108,-742,703
7133,7133,0,108,-742,703
7134,7134,0,108,-742,703
7135,7135,0,108,-742,703
7136,7136,0,108,-742,703
7137,7137,0,108,-742,703
7138,7138,0,108,-742,703
7139,7139,0,108,-742,703
7140,7140,0,108,-742,703
7141,7141,0,108,-742,703
7142,7142,0,108,-742,703
7143,7143,0,108,-742,703
7144,7144,0,108,-742,703
7145,7145,0,108,-742,703
7146,7146,0,108,-742,703
7147,7147,0,108,-742,703
7148,7148,0,108,-742,703
7149,7149,0,108,-742,703
7150,7150,0,108,-742,703
7151,7151,0,108,-742,703
7152,7152,0,108,-742,703
